Rank,Seq Codes,Divisor,Bypass,c>7,A1 Wait,Always Bet,Div<1,Max Cap,Files,Success Rate,Turnover,Balance,Profit/Loss
752,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Ena,Dis,15,169,96.4%,11637,742,132
753,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Dis,Ena,10,169,96.4%,11989,736,131
754,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Dis,Dis,10,169,96.4%,11713,736,131
755,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Dis,Ena,15,169,96.4%,11661,733,131
756,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Dis,Dis,15,169,96.4%,11613,733,131
757,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Dis,Ena,10,169,96.4%,11713,736,131
758,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Dis,Dis,10,169,96.4%,11981,736,131
759,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Dis,Ena,15,169,96.4%,11553,733,131
760,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Dis,Dis,15,169,96.4%,11505,733,131
761,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Ena,Dis,10,169,96.4%,11081,732,129
762,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Ena,Ena,10,169,96.4%,11081,732,129
763,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Ena,Dis,10,169,96.4%,11081,732,129
764,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Dis,Ena,10,169,96.4%,10877,726,129
765,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Dis,Dis,10,169,96.4%,10877,726,129
766,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Dis,Dis,10,169,96.4%,11013,726,129
767,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Dis,Ena,10,169,96.4%,11013,726,129
768,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Ena,Ena,10,169,96.4%,11081,732,129
769,"Alternative (8, 44, 10)",32,Ena,Ena,Ena,Ena,Ena,0,169,76.9%,67738,755,128
770,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Ena,Ena,0,169,76.9%,67738,755,128
771,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Dis,Dis,25,169,63.9%,188603,744,127
772,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Dis,Ena,20,169,65.7%,189923,708,120
773,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Ena,Ena,30,169,76.9%,78797,716,119
774,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Ena,Ena,30,169,76.9%,78797,716,119
775,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Dis,Dis,30,169,63.9%,189819,673,110
776,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Ena,Ena,20,169,76.9%,75002,676,109
777,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Ena,Ena,20,169,76.9%,75002,676,109
778,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Dis,Dis,20,169,58.6%,166023,694,107
779,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Dis,Ena,25,169,78.7%,76333,678,106
780,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Ena,Ena,25,169,76.9%,77076,634,98
781,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Ena,Ena,25,169,76.9%,77076,634,98
782,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Dis,Dis,25,169,58.6%,168807,652,96
783,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Ena,Dis,20,169,56.2%,167223,602,91
784,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Ena,Dis,20,169,56.2%,167223,602,91
785,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Ena,Dis,25,169,56.2%,169611,575,87
786,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Ena,Dis,25,169,56.2%,169611,575,87
787,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Dis,Dis,25,169,58.0%,170099,578,81
788,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Dis,Dis,25,169,94.1%,29626,539,78
789,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Dis,Dis,0,169,94.1%,30150,534,76
790,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Dis,Dis,30,169,94.1%,29718,530,75
791,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Dis,Ena,30,169,94.1%,29942,525,74
792,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Dis,Ena,25,169,94.1%,29778,519,73
793,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Dis,Dis,25,169,94.1%,29238,518,73
794,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Dis,Ena,30,169,94.1%,29846,522,73
795,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Dis,Ena,25,169,94.1%,29630,516,72
796,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Dis,Dis,0,169,94.1%,29974,512,71
797,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Dis,Dis,30,169,94.1%,29330,509,70
798,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Dis,Dis,20,169,94.1%,29418,501,68
799,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Ena,Dis,25,169,93.5%,31435,489,65
800,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Ena,Dis,25,169,93.5%,31435,489,65
801,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Ena,Dis,0,169,93.5%,32239,485,63
802,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Ena,Dis,0,169,93.5%,32239,485,63
803,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Ena,Dis,30,169,93.5%,31571,480,62
804,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Dis,Ena,20,169,94.1%,29406,478,62
805,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Ena,Dis,30,169,93.5%,31571,480,62
806,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Dis,Dis,20,169,94.1%,29038,472,61
807,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Ena,Ena,30,169,93.5%,32295,473,60
808,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Ena,Ena,30,169,93.5%,32295,473,60
809,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Dis,Ena,15,169,94.1%,30030,474,60
810,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Dis,Ena,15,169,92.9%,25952,455,60
811,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Ena,Ena,25,169,93.5%,31995,466,59
812,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Ena,Ena,25,169,93.5%,31995,466,59
813,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Dis,Ena,20,169,92.9%,26500,450,59
814,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Dis,Ena,20,169,94.1%,29458,457,57
815,"Alternative (8, 44, 10)",32,Dis,Dis,Ena,Ena,Ena,30,169,75.7%,68212,481,56
816,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Dis,Dis,25,169,92.9%,26360,436,56
817,"Alternative (8, 44, 10)",32,Ena,Dis,Ena,Ena,Ena,30,169,75.7%,68212,481,56
818,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Dis,Ena,15,169,94.1%,29670,459,56
819,"Alternative (8, 44, 10)",32,Ena,Ena,Ena,Dis,Ena,0,169,77.5%,66352,488,56
820,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Dis,Dis,15,169,94.1%,29926,455,55
821,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Ena,Dis,20,169,93.5%,31143,444,54
822,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Ena,Dis,20,169,93.5%,31143,444,54
823,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Dis,Dis,0,169,92.9%,27636,432,54
824,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Dis,Dis,25,169,92.9%,26164,423,53
825,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Dis,Dis,30,169,92.9%,26512,426,53
826,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Dis,Ena,0,169,94.1%,30346,437,52
827,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Dis,Dis,15,169,94.1%,29502,441,52
828,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Dis,Ena,0,169,94.1%,30346,437,52
829,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Dis,Dis,0,169,92.9%,27740,418,51
830,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Dis,Dis,20,169,92.9%,26192,416,51
831,"Alternative (8, 44, 10)",32,Dis,Dis,Ena,Dis,Ena,0,169,76.3%,67801,449,50
832,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Dis,Dis,30,169,92.9%,26340,411,50
833,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Dis,Ena,20,169,92.9%,26168,410,49
834,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Dis,Ena,20,169,59.2%,165506,464,48
835,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Dis,Ena,30,169,92.9%,26860,398,46
836,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Ena,Ena,15,169,91.7%,26302,393,44
837,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Ena,Ena,15,169,91.7%,26302,393,44
838,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Ena,Ena,20,169,93.5%,31415,400,43
839,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Ena,Ena,20,169,93.5%,31415,400,43
840,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Ena,Ena,20,169,91.7%,26890,386,42
841,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Ena,Ena,20,169,91.7%,26890,386,42
842,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Dis,Ena,30,169,92.9%,26546,374,40
843,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Ena,Ena,15,169,93.5%,31671,378,39
844,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Ena,Dis,25,169,91.7%,26742,372,39
845,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Ena,Dis,25,169,91.7%,26742,372,39
846,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Ena,Ena,15,169,93.5%,31671,378,39
847,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Ena,Ena,0,169,93.5%,32735,385,38
848,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Ena,Dis,0,169,91.7%,28062,372,38
849,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Dis,Ena,25,169,92.9%,26612,365,38
850,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Ena,Ena,0,169,93.5%,32735,385,38
851,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Ena,Dis,0,169,91.7%,28062,372,38
852,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Ena,Dis,30,169,91.7%,26918,363,37
853,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Dis,Ena,0,169,92.9%,27014,361,37
854,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Ena,Dis,30,169,91.7%,26918,363,37
855,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Ena,Dis,20,169,56.8%,169793,399,35
856,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Ena,Dis,20,169,56.8%,169793,399,35
857,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Ena,Dis,15,169,93.5%,31487,359,34
858,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Ena,Dis,20,169,91.7%,26554,352,34
859,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Ena,Dis,15,169,93.5%,31487,359,34
860,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Ena,Dis,20,169,91.7%,26554,352,34
861,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Dis,Ena,25,169,92.9%,26366,338,31
862,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Dis,Ena,25,169,92.3%,23969,324,30
863,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Ena,Ena,25,169,92.3%,24125,328,29
864,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Ena,Ena,25,169,92.3%,24125,328,29
865,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Ena,Ena,20,169,92.3%,23789,325,28
866,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Ena,Ena,20,169,92.3%,23789,325,28
867,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Dis,Ena,20,169,92.3%,23617,318,28
868,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Ena,Ena,30,169,91.7%,26998,314,24
869,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Ena,Ena,30,169,91.7%,26998,314,24
870,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Ena,Ena,0,169,91.7%,27466,302,21
871,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Ena,Ena,0,169,91.7%,27466,302,21
872,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Dis,Ena,30,169,92.3%,23957,279,18
873,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Dis,Dis,30,169,64.5%,184430,292,17
874,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Ena,Dis,25,169,63.9%,193565,314,17
875,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Ena,Dis,25,169,63.9%,193565,314,17
876,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Dis,Dis,30,169,63.9%,185036,293,16
877,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Dis,Ena,25,169,92.3%,23737,266,14
878,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Ena,Ena,25,169,91.7%,26798,275,14
879,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Ena,Ena,25,169,91.7%,26798,275,14
880,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Dis,Ena,30,169,92.3%,24281,252,12
881,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Dis,Ena,0,169,92.9%,27444,255,11
882,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Ena,Ena,30,169,92.3%,24457,256,11
883,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Ena,Ena,30,169,92.3%,24457,256,11
884,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Ena,Dis,0,169,76.9%,67585,260,3
885,"Alternative (8, 44, 10)",32,Ena,Ena,Ena,Ena,Dis,0,169,76.9%,67585,260,3
886,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Ena,Ena,20,169,56.8%,169457,222,-3
887,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Ena,Ena,20,169,56.8%,169457,222,-3
888,"Alternative (8, 44, 10)",32,Ena,Ena,Ena,Dis,Dis,0,169,77.5%,65979,213,-12
889,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Dis,0,169,77.5%,65495,157,-27
890,"Alternative (8, 44, 10)",16,Ena,Ena,Ena,Ena,Dis,0,169,78.1%,76373,133,-32
891,"Alternative (8, 44, 10)",16,Dis,Ena,Ena,Ena,Dis,0,169,78.1%,76373,133,-32
892,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Dis,Ena,25,169,96.4%,13355,66,-34
893,"Alternative (8, 44, 10)",32,Ena,Dis,Ena,Ena,Dis,0,169,75.7%,71460,84,-42
894,"Alternative (8, 44, 10)",32,Dis,Dis,Ena,Ena,Dis,0,169,75.7%,71460,84,-42
895,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Dis,Ena,30,169,96.4%,13127,24,-44
896,"Alternative (8, 44, 10)",16,Dis,Ena,Ena,Dis,Dis,0,169,79.3%,75523,89,-44
897,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Dis,Ena,25,169,96.4%,13043,9,-49
898,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Dis,Ena,30,169,96.4%,13551,-4,-51
899,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Ena,Ena,25,169,96.4%,14303,8,-52
900,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Ena,Ena,25,169,96.4%,14303,8,-52
901,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Ena,Dis,25,169,64.5%,193219,-6,-61
902,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Dis,25,169,64.5%,193219,-6,-61
903,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Dis,Ena,0,169,96.4%,13023,-52,-63
904,"Alternative (8, 44, 10)",16,Ena,Ena,Ena,Dis,Dis,0,169,79.3%,76561,17,-63
905,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Ena,Ena,30,169,96.4%,14611,-62,-69
906,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Ena,Ena,30,169,96.4%,14611,-62,-69
907,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Dis,Ena,0,169,96.4%,13447,-80,-70
908,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Dis,Dis,0,169,96.4%,13311,-124,-81
909,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Ena,Ena,0,169,96.4%,14555,-138,-88
910,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Ena,Ena,0,169,96.4%,14555,-138,-88
911,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Dis,Dis,0,169,96.4%,13583,-198,-100
912,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Dis,Ena,30,169,78.1%,77790,-145,-100
913,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Ena,Ena,20,169,63.9%,196343,-189,-109
914,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Ena,Ena,20,169,63.9%,196343,-189,-109
915,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Ena,Dis,0,169,96.4%,14391,-253,-117
916,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Ena,Dis,0,169,96.4%,14391,-253,-117
917,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Dis,Dis,0,169,95.9%,12691,-287,-124
918,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Ena,Dis,0,169,95.9%,12679,-284,-124
919,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Ena,Dis,0,169,95.9%,12679,-284,-124
920,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Ena,Ena,0,169,95.9%,12851,-285,-125
921,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Ena,Ena,0,169,95.9%,12851,-285,-125
922,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Dis,Ena,0,169,95.9%,12863,-288,-125
923,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Dis,Dis,0,169,95.9%,12695,-291,-126
924,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Dis,Ena,0,169,95.9%,12867,-292,-126
925,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Dis,Ena,0,169,95.9%,14853,-304,-129
926,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Dis,Ena,0,169,95.9%,14826,-316,-132
927,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Ena,Ena,0,169,95.9%,14849,-327,-136
928,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Ena,Ena,0,169,95.9%,14849,-327,-136
929,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Dis,Dis,25,169,64.5%,186176,-329,-139
930,"Alternative (8, 44, 10)",32,Dis,Dis,Ena,Ena,Ena,0,169,75.7%,70925,-344,-149
931,"Alternative (8, 44, 10)",32,Ena,Dis,Ena,Ena,Ena,0,169,75.7%,70925,-344,-149
932,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Ena,Dis,30,169,63.3%,194388,-435,-170
933,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Ena,Dis,30,169,63.3%,194388,-435,-170
934,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Dis,Dis,30,169,64.5%,187428,-487,-179
935,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Dis,Ena,20,169,58.0%,166198,-478,-184
936,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Ena,Dis,25,169,56.2%,171266,-535,-200
937,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Ena,Dis,25,169,56.2%,171266,-535,-200
938,"Alternative (8, 44, 10)",32,Ena,Dis,Ena,Dis,Ena,0,169,76.3%,68240,-614,-216
939,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Ena,20,169,64.5%,195448,-625,-218
940,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Ena,Ena,20,169,64.5%,195448,-625,-218
941,"Alternative (8, 44, 10)",8,Dis,Ena,Ena,Dis,Ena,25,169,79.9%,82300,-631,-223
942,"Alternative (8, 44, 10)",8,Dis,Ena,Ena,Dis,Ena,30,169,79.9%,84655,-673,-234
943,"Standard (3, 4, 2)",16,Ena,Dis,Dis,Dis,Dis,0,169,67.5%,110606,-689,-239
944,"Standard (3, 4, 2)",16,Ena,Dis,Dis,Ena,Dis,0,169,67.5%,111658,-697,-244
945,"Standard (3, 4, 2)",16,Dis,Dis,Dis,Ena,Dis,0,169,67.5%,111658,-697,-244
946,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Dis,Ena,20,169,59.2%,168279,-718,-247
947,"Standard (3, 4, 2)",16,Dis,Dis,Dis,Dis,Dis,0,169,67.5%,110658,-723,-248
948,"Standard (3, 4, 2)",16,Ena,Dis,Dis,Dis,Ena,0,169,67.5%,110394,-756,-256
949,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Dis,Ena,0,169,91.7%,24141,-831,-259
950,"Standard (3, 4, 2)",16,Dis,Dis,Dis,Ena,Ena,0,169,67.5%,111450,-759,-260
951,"Standard (3, 4, 2)",16,Ena,Dis,Dis,Ena,Ena,0,169,67.5%,111450,-759,-260
952,"Alternative (8, 44, 10)",32,Ena,Dis,Ena,Dis,Dis,0,169,75.7%,67607,-791,-261
953,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Dis,Ena,0,169,91.7%,24421,-859,-265
954,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Ena,Ena,0,169,91.7%,24697,-856,-267
955,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Ena,Dis,30,169,63.9%,194210,-829,-267
956,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Ena,Ena,0,169,91.7%,24697,-856,-267
957,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Dis,30,169,63.9%,194210,-829,-267
958,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Dis,Ena,25,169,63.9%,188005,-871,-276
959,"Standard (3, 4, 2)",16,Ena,Dis,Ena,Dis,Dis,0,169,73.4%,85287,-868,-276
960,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Dis,Ena,25,169,63.3%,188715,-865,-276
961,"Alternative (8, 44, 10)",32,Dis,Dis,Ena,Dis,Dis,0,169,75.7%,67107,-867,-279
962,"Standard (3, 4, 2)",16,Dis,Dis,Ena,Dis,Dis,0,169,73.4%,85287,-886,-280
963,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Dis,Dis,0,169,91.7%,24445,-919,-281
964,"Standard (3, 4, 2)",16,Ena,Dis,Ena,Ena,Dis,0,169,73.4%,85867,-890,-281
965,"Standard (3, 4, 2)",16,Dis,Dis,Ena,Ena,Dis,0,169,73.4%,85867,-890,-281
966,"Standard (3, 4, 2)",16,Dis,Dis,Dis,Dis,Ena,0,169,67.5%,110738,-893,-291
967,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Dis,Dis,0,169,91.7%,24573,-993,-299
968,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Ena,Dis,0,169,91.7%,24849,-990,-301
969,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Ena,Dis,0,169,91.7%,24849,-990,-301
970,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Dis,Dis,0,169,77.5%,76852,-961,-307
971,"Alternative (8, 44, 10)",8,Ena,Ena,Ena,Ena,Ena,25,169,78.1%,86927,-984,-307
972,"Alternative (8, 44, 10)",8,Dis,Ena,Ena,Ena,Ena,25,169,78.1%,86927,-984,-307
973,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Ena,Ena,25,169,55.0%,155840,-1016,-312
974,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Ena,Ena,25,169,55.0%,155840,-1016,-312
975,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Dis,Ena,25,169,55.0%,152280,-1007,-313
976,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Dis,Dis,0,169,77.5%,77761,-1009,-317
977,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Dis,Dis,30,169,56.8%,167825,-1027,-322
978,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Ena,Dis,0,169,75.7%,78460,-1067,-328
979,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Ena,Dis,0,169,75.7%,78460,-1067,-328
980,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Dis,Dis,30,169,57.4%,166925,-1073,-336
981,"Alternative (8, 44, 10)",8,Ena,Ena,Ena,Ena,Ena,30,169,78.1%,87879,-1140,-347
982,"Alternative (8, 44, 10)",8,Dis,Ena,Ena,Ena,Ena,30,169,78.1%,87879,-1140,-347
983,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Ena,Ena,0,169,75.7%,80333,-1161,-350
984,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Ena,Ena,0,169,75.7%,80333,-1161,-350
985,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Dis,Ena,25,169,55.0%,148740,-1178,-355
986,"Alternative (8, 44, 10)",16,Dis,Ena,Ena,Dis,Ena,0,169,78.1%,76394,-1244,-376
987,"Alternative (8, 44, 10)",8,Dis,Ena,Ena,Dis,Ena,0,169,79.3%,85582,-1256,-378
988,"Alternative (8, 44, 10)",16,Ena,Ena,Ena,Dis,Ena,0,169,78.1%,78300,-1305,-390
989,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Ena,Dis,30,169,55.0%,170385,-1361,-396
990,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Ena,Dis,30,169,55.0%,170385,-1361,-396
991,"Alternative (8, 44, 10)",16,Ena,Ena,Ena,Ena,Ena,0,169,76.9%,77746,-1330,-399
992,"Alternative (8, 44, 10)",16,Dis,Ena,Ena,Ena,Ena,0,169,76.9%,77746,-1330,-399
993,"Alternative (8, 44, 10)",8,Dis,Ena,Ena,Dis,Dis,0,169,79.9%,83372,-1359,-404
994,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Dis,Ena,20,169,58.0%,169895,-1488,-435
995,"Standard (3, 4, 2)",32,Dis,Dis,Dis,Dis,Ena,0,169,67.5%,107000,-1532,-449
996,"Alternative (8, 44, 10)",8,Ena,Ena,Ena,Dis,Ena,25,169,79.3%,84506,-1540,-449
997,"Standard (3, 4, 2)",8,Dis,Dis,Dis,Ena,Ena,0,169,68.0%,122685,-1539,-451
998,"Standard (3, 4, 2)",8,Ena,Dis,Dis,Ena,Ena,0,169,68.0%,122685,-1539,-451
999,"Standard (3, 4, 2)",32,Ena,Dis,Dis,Ena,Ena,0,169,67.5%,108268,-1558,-453
1000,"Standard (3, 4, 2)",32,Dis,Dis,Dis,Ena,Ena,0,169,67.5%,108268,-1558,-453
1001,"Standard (3, 4, 2)",32,Ena,Dis,Dis,Dis,Ena,0,169,67.5%,107304,-1557,-456
1002,"Standard (3, 4, 2)",32,Ena,Dis,Ena,Dis,Ena,0,169,73.4%,82183,-1598,-461
